epoch,acc,learning_rate,loss,val_acc,val_loss,Precision,Recall,F1_Score
0,0.40087783336639404,4.999999873689376e-05,1.3169288635253906,0.4378698170185089,1.2487269639968872,0.41597632516758344,0.39408283531665796,0.4047897563293578
1,0.44891488552093506,4.999999873689376e-05,1.265275478363037,0.4497041404247284,1.2380642890930176,0.427218933403492,0.4047337263822556,0.4157315485059114
2,0.47110462188720703,4.999999873689376e-05,1.2335751056671143,0.5029585957527161,1.2142188549041748,0.4778106659640803,0.4526627361774445,0.4649230208584974
3,0.4420872926712036,4.999999873689376e-05,1.2715888023376465,0.4536489248275757,1.2334703207015991,0.4309664785861979,0.4082840323448181,0.4194218167148615
4,0.4867105484008789,4.999999873689376e-05,1.2159978151321411,0.4950690269470215,1.1900588274002075,0.4703155755996704,0.44556212425231935,0.4575749547075325
5,0.5103633403778076,4.999999873689376e-05,1.1651368141174316,0.5226824283599854,1.1570533514022827,0.4965483069419861,0.4704141855239869,0.4831689516618208
6,0.4152645766735077,4.999999873689376e-05,1.2875587940216064,0.4753451645374298,1.1985394954681396,0.4515779063105583,0.4278106480836868,0.4394326322687045
7,0.5425506234169006,4.999999873689376e-05,1.1200542449951172,0.42603549361228943,1.4401283264160156,0.404733718931675,0.3834319442510605,0.3938488417877644
8,0.5459644198417664,4.999999873689376e-05,1.1154603958129883,0.38856014609336853,1.304835319519043,0.3691321387886991,0.3497041314840317,0.3592020897146186
9,0.5167032480239868,4.999999873689376e-05,1.1503162384033203,0.5739644765853882,1.079155445098877,0.5452662527561188,0.5165680299268494,0.5305403590506458
10,0.6113142967224121,4.999999873689376e-05,0.9977419972419739,0.5719920992851257,1.0693780183792114,0.5433924943208694,0.5147928893566131,0.5288073020270406
11,0.6296025514602661,4.999999873689376e-05,0.9583945870399475,0.6114398241043091,1.0337903499603271,0.5808678328980936,0.5502958416938782,0.5651262226283933
12,0.6291148662567139,4.999999873689376e-05,0.9371402859687805,0.6193293929100037,0.9678456783294678,0.5883629232645035,0.5573964536190033,0.572429978469888
13,0.6791026592254639,4.999999873689376e-05,0.8334201574325562,0.6153846383094788,1.0134392976760864,0.5846154063930049,0.5538461744785309,0.5688888888888889
14,0.6883686780929565,4.999999873689376e-05,0.80832839012146,0.6804733872413635,0.8131248950958252,0.6464497178792953,0.6124260485172271,0.6289855072463768
15,0.7159229516983032,4.999999873689376e-05,0.7296603918075562,0.7041420340538025,0.8205467462539673,0.6689349323511124,0.6337278306484222,0.6509433962264151
16,0.657156765460968,4.999999873689376e-05,0.8588784337043762,0.6232741475105286,0.9351893067359924,0.5921104401340021,0.5609467327594757,0.5760869565217391
17,0.7512801885604858,4.999999873689376e-05,0.6488261222839355,0.6883628964424133,0.828658401966095,0.6539447516202926,0.619526606798172,0.6362637362637363
18,0.7805413603782654,4.999999873689376e-05,0.5856726169586182,0.7199211120605469,0.7363532185554504,0.6839250564575195,0.6479290008544922,0.6654135338345865
19,0.801511824131012,4.999999873689376e-05,0.5398787260055542,0.7357001900672913,0.7009481191635132,0.6989151805639277,0.6621301710605622,0.6800000000000002
20,0.7983418703079224,4.999999873689376e-05,0.5421723127365112,0.7731755375862122,0.667702853679657,0.7345167607079016,0.695857984827591,0.7146341463414634
21,0.8334552645683289,4.999999873689376e-05,0.4598158001899719,0.7692307829856873,0.711829662322998,0.730769243836403,0.6923077046881185,0.7111111111111112
22,0.8500365614891052,4.999999873689376e-05,0.4213563799858093,0.7810651063919067,0.7035171389579773,0.7420118510723114,0.702958595752716,0.7218934911242604
23,0.8612533807754517,4.999999873689376e-05,0.3815159797668457,0.6331360936164856,1.0592849254608154,0.6014792889356613,0.569822484254837,0.5852272727272728
24,0.860034167766571,4.999999873689376e-05,0.38425859808921814,0.7692307829856873,0.6778103113174438,0.730769243836403,0.6923077046881185,0.7111111111111112
25,0.8685686588287354,4.999999873689376e-05,0.3649638891220093,0.7790927290916443,0.6175423264503479,0.7401380926370621,0.7011834561824799,0.7200000000000001
26,0.8912460207939148,4.999999873689376e-05,0.30814671516418457,0.7988165616989136,0.6378434896469116,0.7588757336139679,0.7189349055290222,0.7384615384615385
27,0.9053889513015747,4.999999873689376e-05,0.27189838886260986,0.8185404539108276,0.6249163150787354,0.7776134312152862,0.7366864085197448,0.7565217391304348
28,0.9129480719566345,4.999999873689376e-05,0.2635328769683838,0.8165680766105652,0.6245512366294861,0.7757396727790369,0.7349112689495087,0.7547169811320755
29,0.9041697382926941,4.999999873689376e-05,0.2677406072616577,0.7869822382926941,0.6648082733154297,0.7476331263770594,0.7082840144634247,0.7273972602739726
30,0.9117288589477539,4.999999873689376e-05,0.2549518048763275,0.7948718070983887,0.5962974429130554,0.7551282167434693,0.7153846263885498,0.7346938775510204
31,0.9331870079040527,4.999999873689376e-05,0.21150967478752136,0.8422091007232666,0.5474113821983337,0.8000986456871033,0.7579881906509399,0.7785714285714286
32,0.9202633500099182,4.999999873689376e-05,0.23183833062648773,0.7889546155929565,0.7649324536323547,0.7495068848133087,0.7100591540346608,0.7291666666666667
33,0.925871729850769,4.999999873689376e-05,0.21987521648406982,0.8205128312110901,0.6872451305389404,0.7794871896505356,0.7384615480909811,0.7584269662921348
34,0.9312362670898438,4.999999873689376e-05,0.19618724286556244,0.8500986099243164,0.6069714426994324,0.8075936794281006,0.7650887489318848,0.7857142857142857
35,0.919775664806366,4.999999873689376e-05,0.23926150798797607,0.7376725673675537,0.7673472166061401,0.700788938999175,0.6639053106307983,0.6818181818181819
36,0.9134357571601868,4.999999873689376e-05,0.24207086861133575,0.834319531917572,0.8083751797676086,0.7926035553216934,0.7508875787258148,0.7711864406779662
37,0.9509875774383545,4.999999873689376e-05,0.14825522899627686,0.8362919092178345,0.7867686152458191,0.7944773137569428,0.752662718295051,0.7730061349693251
38,0.9551329016685486,4.999999873689376e-05,0.1375284194946289,0.8717948794364929,0.5769228935241699,0.8282051354646683,0.7846153914928436,0.8058252427184466
39,0.9446476697921753,4.999999873689376e-05,0.1547374427318573,0.8362919092178345,0.7552380561828613,0.7944773137569428,0.752662718295051,0.7730061349693251
40,0.9541575312614441,4.999999873689376e-05,0.1383148431777954,0.8717948794364929,0.6428126096725464,0.8282051354646683,0.7846153914928436,0.8058252427184466
41,0.9504998922348022,4.999999873689376e-05,0.1488545835018158,0.8599605560302734,0.7233631610870361,0.8169625282287598,0.7739645004272461,0.7948717948717949
42,0.9736649394035339,4.999999873689376e-06,0.07820849120616913,0.8757396340370178,0.6670957803726196,0.8319526523351669,0.788165670633316,0.8095238095238096
43,0.9792733192443848,4.999999873689376e-06,0.06319121271371841,0.8698225021362305,0.6865309476852417,0.826331376029419,0.7828402519226074,0.8041237113402062
44,0.9812241196632385,4.999999873689376e-06,0.05646451562643051,0.8757396340370178,0.7144957780838013,0.8319526523351669,0.788165670633316,0.8095238095238096
45,0.9826871752738953,4.999999873689376e-06,0.05073753744363785,0.8698225021362305,0.7366814613342285,0.826331376029419,0.7828402519226074,0.8041237113402062
46,0.9829310178756714,4.999999873689376e-06,0.0487075038254261,0.8757396340370178,0.7741178274154663,0.8319526523351669,0.788165670633316,0.8095238095238096
47,0.9831748604774475,4.999999873689376e-06,0.04587303847074509,0.88165682554245,0.7928218245506287,0.8375739842643275,0.793491143988205,0.8152173913043479
48,0.984150230884552,4.999999873689376e-06,0.045867256820201874,0.8836292028427124,0.8083431124687195,0.8394477427005768,0.7952662825584412,0.8169014084507042
49,0.9843940734863281,4.999999873689376e-06,0.043669167906045914,0.88165682554245,0.835710883140564,0.8375739842643275,0.793491143988205,0.8152173913043479
50,0.9846379160881042,4.999999873689376e-06,0.041992418467998505,0.8856015801429749,0.8229954242706299,0.8413215011358262,0.7970414221286774,0.8186046511627907
51,0.9829310178756714,4.999999873689376e-06,0.04259370267391205,0.8796843886375427,0.8670306205749512,0.8357001682056656,0.7917159497736884,0.8132530120481928
52,0.9856132864952087,4.999999987376214e-07,0.03571288287639618,0.8796843886375427,0.8693984746932983,0.8357001682056656,0.7917159497736884,0.8132530120481928
53,0.9882955551147461,4.999999987376214e-07,0.032621271908283234,0.8757396340370178,0.8792833685874939,0.8319526523351669,0.788165670633316,0.8095238095238096
54,0.9875640273094177,4.999999987376214e-07,0.033130254596471786,0.8717948794364929,0.891715407371521,0.8282051354646683,0.7846153914928436,0.8058252427184466
55,0.9892709255218506,4.999999987376214e-07,0.031624067574739456,0.8737672567367554,0.9021804332733154,0.8300788938999126,0.7863905310627986,0.8076923076923077
56,0.9882955551147461,4.999999987376214e-07,0.03228948637843132,0.8717948794364929,0.9093391299247742,0.8282051354646683,0.7846153914928436,0.8058252427184466
57,0.9878078699111938,4.999999987376214e-07,0.031362004578113556,0.8777120113372803,0.922690212726593,0.8338264127704159,0.7902408102035523,0.8115183246073299
58,0.9897586107254028,4.999999987376214e-07,0.029667895287275314,0.8777120113372803,0.9327490925788879,0.8338264127704159,0.7902408102035523,0.8115183246073299
59,0.98805171251297,4.999999987376214e-07,0.030804842710494995,0.8777120113372803,0.9457325339317322,0.8338264127704159,0.7902408102035523,0.8115183246073299
60,0.9885393977165222,4.999999987376214e-07,0.030307045206427574,0.8777120113372803,0.9545784592628479,0.8338264127704159,0.7902408102035523,0.8115183246073299
61,0.9865886569023132,4.999999987376214e-07,0.031754978001117706,0.8777120113372803,0.9607207775115967,0.8338264127704159,0.7902408102035523,0.8115183246073299
62,0.9885393977165222,5.000000058430487e-08,0.02955104224383831,0.8777120113372803,0.9614073634147644,0.8338264127704159,0.7902408102035523,0.8115183246073299
63,0.9882955551147461,5.000000058430487e-08,0.0303200650960207,0.8777120113372803,0.9616139531135559,0.8338264127704159,0.7902408102035523,0.8115183246073299
64,0.9902462959289551,5.000000058430487e-08,0.028484003618359566,0.8777120113372803,0.9621623754501343,0.8338264127704159,0.7902408102035523,0.8115183246073299
65,0.9907339811325073,5.000000058430487e-08,0.027707407251000404,0.8777120113372803,0.9619896411895752,0.8338264127704159,0.7902408102035523,0.8115183246073299
66,0.9897586107254028,5.000000058430487e-08,0.027048658579587936,0.8777120113372803,0.9635645747184753,0.8338264127704159,0.7902408102035523,0.8115183246073299
67,0.9885393977165222,5.000000058430487e-08,0.02915843017399311,0.8777120113372803,0.9645107984542847,0.8338264127704159,0.7902408102035523,0.8115183246073299
68,0.9878078699111938,5.000000058430487e-08,0.030090006068348885,0.8796843886375427,0.9641805291175842,0.8357001682056656,0.7921659497736884,0.8134328358208955
69,0.9885393977165222,5.000000058430487e-08,0.02954801358282566,0.8796843886375427,0.9641051888465881,0.8357001682056656,0.7921659497736884,0.8134328358208955
70,0.9887832403182983,5.000000058430487e-08,0.02855926938354969,0.8796843886375427,0.9647236466407776,0.8357001682056656,0.7921659497736884,0.8134328358208955
71,0.9882955551147461,5.000000058430487e-08,0.030308932065963745,0.8796843886375427,0.9647295475006104,0.8357001682056656,0.7921659497736884,0.8134328358208955
72,0.9882955551147461,4.999999969612645e-09,0.028995519503951073,0.8796843886375427,0.9648129940032959,0.8357001682056656,0.7921659497736884,0.8134328358208955
73,0.9902462959289551,4.999999969612645e-09,0.028962386772036552,0.8796843886375427,0.9647807478904724,0.8357001682056656,0.7921659497736884,0.8134328358208955
74,0.9897586107254028,4.999999969612645e-09,0.028645899146795273,0.8796843886375427,0.9648815393447876,0.8357001682056656,0.7921659497736884,0.8134328358208955
75,0.9892709255218506,4.999999969612645e-09,0.028779475018382072,0.8796843886375427,0.9649023413658142,0.8357001682056656,0.7921659497736884,0.8134328358208955
76,0.9892709255218506,4.999999969612645e-09,0.028674699366092682,0.8796843886375427,0.9649430513381958,0.8357001682056656,0.7921659497736884,0.8134328358208955
77,0.9892709255218506,4.999999969612645e-09,0.028831912204623222,0.8796843886375427,0.9650083184242249,0.8357001682056656,0.7921659497736884,0.8134328358208955
78,0.9887832403182983,4.999999969612645e-09,0.0292438343167305,0.8796843886375427,0.9650816321372986,0.8357001682056656,0.7921659497736884,0.8134328358208955
79,0.9885393977165222,4.999999969612645e-09,0.027299437671899796,0.8796843886375427,0.9651961326599121,0.8357001682056656,0.7921659497736884,0.8134328358208955
80,0.9873201847076416,4.999999969612645e-09,0.030102496966719627,0.8796843886375427,0.9652180671691895,0.8357001682056656,0.7921659497736884,0.8134328358208955
81,0.98805171251297,4.999999969612645e-09,0.02987244538962841,0.8796843886375427,0.9652856588363647,0.8357001682056656,0.7921659497736884,0.8134328358208955
82,0.9892709255218506,4.999999858590343e-10,0.028188431635499,0.8796843886375427,0.965287983417511,0.8357001682056656,0.7921659497736884,0.8134328358208955
83,0.990002453327179,4.999999858590343e-10,0.028767526149749756,0.8796843886375427,0.9652906656265259,0.8357001682056656,0.7921659497736884,0.8134328358208955
84,0.9885393977165222,4.999999858590343e-10,0.02977011911571026,0.8796843886375427,0.9652953147888184,0.8357001682056656,0.7921659497736884,0.8134328358208955
85,0.9892709255218506,4.999999858590343e-10,0.028437599539756775,0.8796843886375427,0.9652966856956482,0.8357001682056656,0.7921659497736884,0.8134328358208955
86,0.9902462959289551,4.999999858590343e-10,0.028181273490190506,0.8796843886375427,0.9652976393699646,0.8357001682056656,0.7921659497736884,0.8134328358208955
87,0.9882955551147461,4.999999858590343e-10,0.03024541400372982,0.8796843886375427,0.9652988910675049,0.8357001682056656,0.7921659497736884,0.8134328358208955
88,0.9878078699111938,4.999999858590343e-10,0.030432965606451035,0.8796843886375427,0.9652994871139526,0.8357001682056656,0.7921659497736884,0.8134328358208955
89,0.9885393977165222,4.999999858590343e-10,0.029664302244782448,0.8796843886375427,0.9653003215789795,0.8357001682056656,0.7921659497736884,0.8134328358208955
90,0.9892709255218506,4.999999858590343e-10,0.028344063088297844,0.8796843886375427,0.9653010964393616,0.8357001682056656,0.7921659497736884,0.8134328358208955
91,0.9890270829200745,4.999999858590343e-10,0.029271895065903664,0.8796843886375427,0.9653025269508362,0.8357001682056656,0.7921659497736884,0.8134328358208955
92,0.9882955551147461,1.000000013351432e-10,0.03017682023346424,0.8796843886375427,0.9653026461601257,0.8357001682056656,0.7921659497736884,0.8134328358208955
93,0.9882955551147461,1.000000013351432e-10,0.030013225972652435,0.8796843886375427,0.9653027653694153,0.8357001682056656,0.7921659497736884,0.8134328358208955
94,0.9882955551147461,1.000000013351432e-10,0.028810938820242882,0.8796843886375427,0.9653028845787048,0.8357001682056656,0.7921659497736884,0.8134328358208955
95,0.98805171251297,1.000000013351432e-10,0.030318759381771088,0.8796843886375427,0.9653028845787048,0.8357001682056656,0.7921659497736884,0.8134328358208955
96,0.9902462959289551,1.000000013351432e-10,0.028133872896432877,0.8796843886375427,0.9653030633926392,0.8357001682056656,0.7921659497736884,0.8134328358208955
97,0.9904901385307312,1.000000013351432e-10,0.02826470509171486,0.8796843886375427,0.9653030633926392,0.8357001682056656,0.7921659497736884,0.8134328358208955
98,0.9892709255218506,1.000000013351432e-10,0.0297046210616827,0.8796843886375427,0.9653029441833496,0.8357001682056656,0.7921659497736884,0.8134328358208955
99,0.9885393977165222,1.000000013351432e-10,0.030346982181072235,0.8796843886375427,0.9653031826019287,0.8357001682056656,0.7921659497736884,0.8134328358208955